id,sentence,label,detailed_source,Morphology,Semantics,Syntax,Hallucination
418,Вы должны быть дома в 9 часов.,1,Tatoeba,0,0,0,0
419,"В стартовой системе также входили средние опорные пояса и хвостовой отсек, сбрасываемые после выхода из воды ракеты.",1,WikiMatrix,0,0,0,0
420,"Вы можете наклеить его на переднюю часть футболки, которая всегда является знаком элегантности.",0,TED,0,0,1,0
421,"Звезду ""Смугения"" стал бывшим трейни впервые назвали.",0,WikiMatrix,0,0,0,1
422,Умер американский генерал республиканской армии Джефферсон Монсон (1801— 1865) после операции по удалению рака печени.,1,WikiMatrix,0,0,0,0
423,"В 1938 году 17летняя Сотирия встретила своего мужа, кондуктора автобуса.",1,WikiMatrix,0,0,0,0
424,В Северную Каролину переезжает по окончании Колледжа Нью-Джерси.,0,WikiMatrix,0,0,1,0
425,С древних времен пробка используется в рыболовном оборудовании.,1,YandexCorpus,0,0,0,0
426,Англия во многих отношениях похожа на Японию.,1,Tatoeba,0,0,0,0
427,Для приготовления изделий впервые с 2014 года прозвучали песни.,0,WikiMatrix,0,0,0,1
428,"Выставка в Шарлоттенборге включала также изображения запланированного здания музея, которое было спроектировано архитектором Германом Баагёэ Сторком.",1,WikiMatrix,0,0,0,0
429,Турнир состоялся в одном раунде.,0,WikiMatrix,0,1,0,0
430,В Индии произошло мощное землетрясение.,1,WikiMatrix,0,0,0,0
431,В начале XVIII века карта Кореи адаптировалась к туристам.,0,WikiMatrix,0,1,0,0
432,"В 1983 году основал компанию Bachman Information Systems, которая разработала линию программного обеспечения с помощью компьютера (CASE).",1,WikiMatrix,0,0,0,0
433,"Минздрав разрешил любому заведению проводить перевод международных протоколов, основанных на доказательной медицине.",1,WikiMatrix,0,0,0,0
434,Однако эту ситуацию можно рассматривать и по-другому.,1,YandexCorpus,0,0,0,0
435,"В 1888 г. здание было разрушено пожаром, город лишился театра.",1,WikiMatrix,0,0,0,0
436,"Создатели Roland Gar собрались устроить для школьников ""роль"" Роскосмоса.",0,WikiMatrix,0,0,0,1
437,В 1950 г. на старом месте построили современную многофункциональную арену с 22 000 зрителями.,1,WikiMatrix,0,0,0,0
438,"КПА опровергла сообщения об уходе с ""ревизионистами"" из СПА.",1,WikiMatrix,0,0,0,0
439,Защита конфиденциальности От произвольного и незаконного вмешательства в конфиденциальность защищена Четвёртой поправкой в Конституцию и федеральными законами.,0,YandexCorpus,0,0,0,1
440,В 1970 году Джаго присоединился к «Куинс Парк Рейнджерс» в качестве тренера и стал тренером в январе 1971 года.,0,WikiMatrix,0,0,0,1
441,Игрок смогут совершать прыжки на пределах игровой зоны с пониженной гравитацией.,0,WikiMatrix,0,0,1,0
442,"Третья модель, которая состоит в создании местных зон, где конкурируют перевозчики, может быть реализована с минимальным риском.",1,YandexCorpus,0,0,0,0
443,"Тревожный человек может расслабиться и успокоиться с помощью лекарств от тревоги, и они могут помочь устранить неприятные симптомы, которые приходят с тревожностью.",1,YandexCorpus,0,0,0,0
444,Президент не может быть переизбран.,1,WikiMatrix,0,0,0,0
445,"Однако для тех, кто с этим согласен, давайте перейдем к «большому вопросу» номер дваówhy мы здесь?",0,YandexCorpus,0,0,0,1
446,Это очень тяжелая щетка для полировки пола.,1,YandexCorpus,0,0,0,0
447,"Сэр Чарльз считает, что Баббингтона отравили.",1,WikiMatrix,0,0,0,0
448,"Она была приостановлена на небольшой весной, которая должна была нажать ее против бумаги.",0,YandexCorpus,0,0,0,1
449,Его имя называется улицей и метро.,0,WikiMatrix,0,0,1,0
450,В 1729 году даньцзя описываются под именем «варвара из Яо» причём отношение к ней был как к животным.,0,WikiMatrix,0,0,1,0
451,"Битти получил информацию об отсутствии у ""Роона"" три американских крейсера, за которыми следили вокруг него еще два корабля.",0,WikiMatrix,0,0,1,0
452,"Альбом группы ""Алиса"" поднялся на семь позиций и завоевал пять наград Billboard 76.",1,WikiMatrix,0,0,0,0
453,Доступно 29 сентября 2015 года.,1,WikiMatrix,0,0,0,0
454,"Сериал ""Чужие Пробуждение"" был написан во время производства в 2017 году, а с начала года вышло на производство.",0,WikiMatrix,0,0,0,1
455,"В монографии ""Основы социальной философии"" описана история европейского средневековья, которую изучают студенты СПбГУ.",1,WikiMatrix,0,0,0,0
456,Побережья Иванова и Кохма прошли на севере.,0,WikiMatrix,0,1,0,0
457,"Законы России отражают идеи автократии, и введение Конституции привело бы к их ограничению.",1,YandexCorpus,0,0,0,0
458,В 1967 году он закончил среднюю школу.,1,WikiMatrix,0,0,0,0
459,Odense - третий город Дании и главный город Фюнского острова.,0,WikiMatrix,0,0,0,1
460,"Среди популярных достопримечательностей, доступных пешком оттуда, находятся Augustusplatz и Opera House и Музей изобразительного искусства.",0,YandexCorpus,0,0,1,0
461,"Мир будет очень разным, когда и если Китай устанавливает повестку дня, и они могут.",0,TED,0,0,0,1
462,"Историческая справедливость обязывает меня заявить, что из всех противников, которым противостояли греческий солдат сражался наибольшим мужеством.",0,WikiMatrix,0,0,1,0
463,"Уэйн подтвердил подписку с YoungMoney последним артистом, который заключил контракт на свою сцену.",0,WikiMatrix,0,0,0,1
464,Я не могу это сделать.,1,WikiMatrix,0,0,0,0
465,"Я слышал, что вы заплатили кому-то, чтобы это сделать.",1,Tatoeba,0,0,0,0
466,Автор и соавтор учебника по гражданскому праву зарубежных стран и правовому регулированию внешнеэкономических связей.,1,WikiMatrix,0,0,0,0
467,Теологическая школа возобновит свою деятельность.,1,WikiMatrix,0,0,0,0
468,Ее укладка продолжалась до мая 1800 года.,1,WikiMatrix,0,0,0,0
469,"Некоторые люди думают, что Сумо больше подходит для женщин, потому что матч короткий и нет замков, удушья или болезненных методик.",1,YandexCorpus,0,0,0,0
470,"Актриса и певица Джордан Клумин стала мамой пятерых приемных детей из ""Звездного пути"".",0,WikiMatrix,0,0,1,0
471,Этот процессор требовал всего 1 Вт мощности (более поздние версии требовали гораздо больше).,1,WikiMatrix,0,0,0,0
472,В октябре федеральный транспортный департамент США выделил грант в 128 млн долларов на строительство.,1,WikiMatrix,0,0,0,0
473,"Международный банкCredit Suisse признан Генеральным спонсором ""Большого театра"".",1,WikiMatrix,0,0,0,0
474,"Ножка 7—25 см длиной, часто немного утолщённая в основании, с кольцом белого или коричневатого цвета.",1,WikiMatrix,0,0,0,0
475,Парусные катамараны и тримараны приобрели популярность в 1960-х и 1970-х годах.,1,WikiMatrix,0,0,0,0
476,"Победителем президентских выборов в 2001 году стал депутат Госдумы, занял первое место во втором круге и вышел во второй тур.",1,WikiMatrix,0,0,0,0
477,"Нам нужны рыночные стимулы - налог на CO2, каприз и торговля - что-то, что получает этот ценный сигнал там.",0,TED,0,0,0,1
478,"Не думаю, что Том знает кого-то, кто может это сделать.",1,Tatoeba,0,0,0,0
479,Телли отказывается отрицать существование ее сына.,1,WikiMatrix,0,0,0,0
480,"Один из британских фильмов рассказывает, что Дар Адал заказал слежку.",1,WikiMatrix,0,0,0,0
481,Подавляющее большинство женщин подвергаются тому или иному насилию в возрасте до 15 лет.,1,WikiMatrix,0,0,0,0
482,"Как печатные, так и электронные средства массовой информации уделяли основное внимание кандидатуре г-на Саакашвили и деятельности государственных должностных лиц.",1,YandexCorpus,0,0,0,0
483,"На западном берегу кратера, вдоль реки Лангрен находится Море Чудес.",1,WikiMatrix,0,0,0,0
484,Женский фольклор признан самым сложным в мире по версии ученых.,1,WikiMatrix,0,0,0,0
485,"Когда вода перевернулась в океан, пошла на круговорот.",0,WikiMatrix,0,1,0,0
486,"Кроме того, отмечается, что сюжет очень предсказуемый и не отличается от остальных многочисленных акулских фильмов.",0,WikiMatrix,1,0,0,0
487,"Берио зарабатывал себе на хлеб, аккомпанируя в вокальных классах консерватории, познакомившись со своей первой женкой Кэти Берберян.",0,WikiMatrix,0,0,1,0
488,"В реверсе монет первого типа изображён Христос, сидящий на троне; на реверсе второго крестзображен Сидящим в мандорле.",0,WikiMatrix,1,0,0,0
489,Есть ли у вас разговорные проблемы в вашем общежитии?,1,YandexCorpus,0,0,0,0
490,"Это Садуа, который пришел и подал своего медведя.",0,TED,1,0,0,0
491,"Там ее деревянный корпус был помещен в простой известняковый саркофаг, украшенный вырезанными листьями винограда.",1,WikiMatrix,0,0,0,0
492,"Режиссер Майкл Мур хочет сделать главную героиню фильма ""Он вам не Димон"" женщиной.",0,WikiMatrix,0,1,0,0
493,"Грол считает, что диск является самостоятельным произведением, однако без док-фильма в нем слишком много остается непонятным и непонятным.",0,WikiMatrix,0,0,0,1
494,Неужели мы не можем ее сжечь?,1,Tatoeba,0,0,0,0
495,"Обратная связь с ними была очень лестной, что, естественно, придало нам большую уверенность.",1,YandexCorpus,0,0,0,0
496,"Легенда французской группы Mixed air назвала две версии своего сочинения для ""Евровидения"" после того как изменила название на ic Diion.",1,WikiMatrix,0,0,0,0
497,"Атлантический сезон 2006 года стал менее активным, чем рекордный предыдущий год.",1,WikiMatrix,0,0,0,0
498,Школа - это всего лишь пятиминутная прогулка.,1,Tatoeba,0,0,0,0
499,В то время это был самый маленький известный контрпример к предположению Тата.,0,WikiMatrix,0,0,0,1
500,У него выработалось презрительное и унизительное отношение к жизни людей.,1,WikiMatrix,0,0,0,0
501,"Мария Ишида, молодая племянница Ишиды, которая живет с Ишидой и его семьей.",1,WikiMatrix,0,0,0,0
502,"Поэтому меры, которые предстоит принять Генеральному директору, основаны на выводах и некоторых рекомендациях, содержащихся в докладе.",1,YandexCorpus,0,0,0,0
503,"Мы мучились из-за того, что делать.",1,Tatoeba,0,0,0,0
504,"Вместо этого я покажу доход на человека на этой оси, бедняжка здесь внизу, богатая там наверху.",0,TED,0,0,0,1
505,"Ученые рассказали, почему люди стали сильнее после Войн Стихий.",1,WikiMatrix,0,0,0,0
506,К тому времени Бразилия восстановила свои позиции в качестве ведущего производителя кофе в мире.,1,WikiMatrix,0,0,0,0
507,Вопрос: Нужны ли России малые предприятия вообще?,1,YandexCorpus,0,0,0,0
508,"Туристический мотоцикл - это тип мотоцикла, предназначенного для путешествий.",0,WikiMatrix,1,0,0,0
509,Через три месяца появилась новая модель на рынке Германии.,1,WikiMatrix,0,0,0,0
510,"Для покупателей, продаваемый вместо сортов ламбик сможет побрать различные сорты.",0,WikiMatrix,0,0,0,1
511,Арчер встречает его в доме Элена.,0,WikiMatrix,0,0,1,0
512,"Она была введена в заблуждение дядей, который был на три года старше ее.",1,WikiMatrix,0,0,0,0
513,"Дональд Трамп пообещал исполнить желание каждого трубача и разрешил каждому из них найти своего ""барабанщика"".",1,WikiMatrix,0,0,0,0
514,Британский парламент одобрил поправку о.,0,WikiMatrix,0,1,0,0
515,В корне легенды «Дикая охота» - свора собак Дьявола Денди.,1,WikiMatrix,0,0,0,0
516,"Я надеюсь, что Том будет арестован.",1,Tatoeba,0,0,0,0
517,"Первая акция ""Отряда милосердия"" по освобождению животных прошла в тот же период времени.",1,WikiMatrix,0,0,0,0
518,Мой муж приходит домой примерно в 8 часов.,1,Tatoeba,0,0,0,0
519,Президент Германии пообещал помочь с возвращением домашнего скота в Россию после войны.,1,WikiMatrix,0,0,0,0
520,Организация исламского банка несколько отличается от традиционного банка.,1,YandexCorpus,0,0,0,0
521,"Ты не знал, что это происходит?",1,Tatoeba,0,0,0,0
522,Как обстоят дела с новой работой?,1,Tatoeba,0,0,0,0
523,Вместе с другой 25-этажной башней будет построено 821 квартира.,0,WikiMatrix,0,0,1,0
524,Я смотрел фильм на французском языке с английскими субтитрами.,1,Tatoeba,0,0,0,0
525,Сдавшегося полиции дортмундского террориста заключили под стражу на пять лет.,1,WikiMatrix,0,0,0,0
526,"И я, вероятно, как, «ноги получают работать».",0,TED,0,0,0,1
527,В здании Консьержери после революции была тюрьма и суд.,1,WikiMatrix,0,0,0,0
528,"Вышеупомянутую пресс-конференцию Саркози единственный текст, в котором она упоминается на официальном сайте президента.",0,WikiMatrix,0,0,0,1
529,"В этот день, 20 июля 1944 года, был предпринят попытка погубить его жизнь.",0,YandexCorpus,0,0,1,0
530,Уокера можно сказать это девиз в жизни: он ел только экологически чистую пищу с помощью лишь здоровой пищи.,0,WikiMatrix,0,0,0,1
531,Язык в моей семье и семье был русско-украинский.,0,YandexCorpus,0,0,0,1
532,"Реципционисты очень добрые и добрые, особенно одна старая женщина, чьё имя Бриджит.",0,YandexCorpus,0,0,0,1
533,"После этого все серии первого сезона стали показываться на телеканале BBC 2, начиная с 9.11.04.",1,WikiMatrix,0,0,0,0
534,Иранские войска начали отступление из провинции Хама в САР.,1,WikiMatrix,0,0,0,0
535,"Поселенцы этих миров имеют некоторую свободу от центрального правительства, но нет высокотехнологичных удобств внутреннего мира.",1,WikiMatrix,0,0,0,0
536,В 2009 году компания открывает хостинговую площадку в дата-центре штата Сан Хосе.,1,WikiMatrix,0,0,0,0
537,"Министр обороны США признал систему ПРО в режиме ""сухого листа"".",1,WikiMatrix,0,0,0,0
538,Два эпизода были сняты на Каннском кинофестивале 2017 года.,1,WikiMatrix,0,0,0,0
539,Власти получили приказ сохранять нейтралитет и воздержаться от применения ядерного оружия.,1,WikiMatrix,0,0,0,0
540,И поэтому я должен разобраться с этим сам.,1,TED,0,0,0,0
541,У вас есть немецко-русский словарь?,1,Tatoeba,0,0,0,0
542,Тогда мы вообще не смотрим назад.,1,TED,0,0,0,0
543,Что вы хотите дать Тому?,1,Tatoeba,0,0,0,0
544,"Запорожский технический университет в 1995 году стал кандидатом на первое высшее образование по специальности ""Машины и технология плавильного производства"".",1,WikiMatrix,0,0,0,0
545,"Буддизм вступил на учет, члены королевской семьи по праву совершали паломничества, иногда даже уходили в монастырь насовсем во время своего существования.",1,WikiMatrix,0,0,0,0
546,"Уровень детской смертности снижается из-за женщин в общине, которые борются за надлежащие практики здравоохранения.",1,YandexCorpus,0,0,0,0
547,"Фактически, этот конкретный объект находится либо в штате, либо за его пределами.",1,YandexCorpus,0,0,0,0
548,"Тома, вероятно, будет бояться собаки Мэри.",0,Tatoeba,0,0,1,0
549,"Магазин ""Мария-Ра"", созданный на заводе в 1929 году, стал частью крупнейшего торгового центра.",1,WikiMatrix,0,0,0,0
550,Затем в 2007 году шахту приобрела компания Petra Diamonds и до сих пор находится в эксплуатации.,0,WikiMatrix,0,0,1,0
551,Мы благодарны за вашу помощь.,1,Tatoeba,0,0,0,0
552,"Такой период позволяет последовательным образом обнаружить поверхность Марса, сдвигаясь на 120° по длине.",1,WikiMatrix,0,0,0,0
553,"И все по всей библиотеке разные предметы, разные пространства.",0,TED,0,0,0,1
554,"В среднем 15—19 метеоров в час наблюдается, на которых падают звезды с запада.",0,WikiMatrix,0,1,0,0
555,Количество бездомных семей было ограничено.,1,WikiMatrix,0,0,0,0
556,В США открыли национальный парк на место древнего Ашкелона.,0,WikiMatrix,0,0,1,0
557,Войска Северного флота приостанавливают операции в районе Нарвских позиций с 16 по 24 марта 2017 года.,1,WikiMatrix,0,0,0,0
558,Поставки автомобилей из Германии начались вначале после производства.,0,WikiMatrix,0,1,0,0
559,В январе и феврале в двух больницах лечили 540 раненых.,1,YandexCorpus,0,0,0,0
560,"На передних фасадах были сделаны атаки, но они не выжили.",0,WikiMatrix,0,0,0,1
561,"Том знал, что Мария поняла проблему.",1,Tatoeba,0,0,0,0
562,"Во время Земли теней, Кингпин и Леди меченая произвели ритуал с помощью которого вернули Призрачного гонщика с целью атаковать Руку.",0,WikiMatrix,0,0,0,1
563,Командовал вторым парашютно-десантным полком Иностранного легиона при взятии Колвезы.,1,WikiMatrix,0,0,0,0
564,В середине 1880-х годов интерес к механизму механизированной обработки дерева привёл его к идее расширения предприятия и внедрение новаторских методов в технологии производства фанеры.,0,WikiMatrix,1,0,0,0
565,"Солигорский турнир завершился вничью, кому достался титул чемпиона России.",0,WikiMatrix,0,0,0,1
566,"Кандидат на пост руководителя отдела технической энциклопедии, членом ГРУСа в составе советского комитета профтехобразования.",0,WikiMatrix,0,0,1,0
567,Есть бассейн в заливе Ларгс под названием Лефевр Портсайд Пляжный центр.,1,WikiMatrix,0,0,0,0
568,"В 1939 году появились немецкие турбоджеты и двигатели, разработанные компанией BMW и Junkers, вместе с британским турбоджетом, разработанным Ф. Уиттлом.",1,YandexCorpus,0,0,0,0
569,Глава Дори назначил мэром в 2012 году.,0,WikiMatrix,0,0,1,0
570,"Если помолится грешник святому небу в это время, то сбудутся все его желания.",1,WikiMatrix,0,0,0,0
571,"Как следствие, любое коммутативное семейство нормальных матриц может быть приведено к треугольному типу.",1,WikiMatrix,0,0,0,0
572,"Мне не нравится вэл Килмер, мне не понравилось больше работы на фоне срока для разговора Франкенхаймера.",0,WikiMatrix,0,0,0,1
573,Третьего человека в списке нет.,1,WikiMatrix,0,0,0,0
574,"В Украине создали национальный музыкальный телеканал ""BANDEI"".",1,WikiMatrix,0,0,0,0
575,Семья переехала из Лондона после авиаудара по его восточной части 30 июня 1941 года (примечание 2).,1,WikiMatrix,0,0,0,0
576,"Пожалуйста, скажите мне, что это не так.",1,Tatoeba,0,0,0,0
577,"В этой ситуации бедные не имеют голоса и возможности участвовать в политической жизни, кроме поверхностных обменов с политиками во время выборов.",1,YandexCorpus,0,0,0,0
578,Парламент Канады объявил во вторник 3 января 1984 года постановление об ужесточении санкций против Туниса.,1,WikiMatrix,0,0,0,0
579,"Таким образом, исследование «Открытый бюджет» оценивает возможности, доступные общественности для участия в процессах принятия национальных бюджетных решений.",1,YandexCorpus,0,0,0,0
580,После землетрясения многие решили спать снаружи в палатках.,1,Tatoeba,0,0,0,0
581,"С ее помощи получаются таблицы которые определяют органы официальой госстатистики,рассчитанной по данным предприятий и организаций.",0,WikiMatrix,0,0,1,0
582,"Опубликована дата объединения бирж Женевы, Базеля и Цюриха в единую швейцарскую биржу SWX Swiss Exchange.",1,WikiMatrix,0,0,0,0
583,Список словенских романов «Седьмой свет».,1,WikiMatrix,0,0,0,0
584,"Ввод воды Ввод воды с правильной техникой, подходящей для типа потолка.",0,YandexCorpus,0,0,0,1
585,"К сожалению, семья каландров зависела от этого медведя.",1,TED,0,0,0,0
586,"Позже был назначен главным инженером 47-го Кировстройского фонда, а затем менеджером фонда.",1,YandexCorpus,0,0,0,0
587,"Российская Фабрика звёзд побеждает в финале первого сезона Квебекского реалити-шоу Star Academy, сравнимая с ""Фабрикой Звёзд"".",0,WikiMatrix,0,0,0,1
588,"Человек, который родился 19 февраля 1970 года.",1,WikiMatrix,0,0,0,0
589,"К сожалению, я кричал на вас.",1,Tatoeba,0,0,0,0
590,Президент Таджикистана пообещал укрепление государственного языка до всех уровней.,0,WikiMatrix,0,0,1,0
591,"В браке родились девять детей, шесть мальчиков и три девочки.",1,WikiMatrix,0,0,0,0
592,"Уильям Шрёдер стал первым в мире человеком, выписанным из больницы с искусственным сердцем.",1,WikiMatrix,0,0,0,0
593,"Мы не можем вести дела с компаниями, у которых есть соглашения с секретными положениями и которые неразборчивы.",1,TED,0,0,0,0
594,"Когда журналисты получили информацию, глава пресс-центра муниципальной полиции Илья Шакалов подтвердил это.",1,YandexCorpus,0,0,0,0
595,"Я рад, что ты принял мое предложение.",1,Tatoeba,0,0,0,0
596,Канада продолжит поддерживать ОИС путем предоставления технической помощи развивающимся странам.,1,YandexCorpus,0,0,0,0
597,"Это был один из первых синтетических каучуков, который стал известен как неопрен.",1,WikiMatrix,0,0,0,0
598,"Победитель ""Уотфорда"" в первом полуфинальном раунде стал чемпионом американского супертурнира.",1,WikiMatrix,0,0,0,0
599,Я останусь и смотрю на нее.,0,Tatoeba,0,0,1,0
600,Мы уже видели это раньше.,1,Tatoeba,0,0,0,0
601,В России предложили сократить диаметр охлаждающей установки до 300 мм2.,1,WikiMatrix,0,0,0,0
602,"Только телезрительское голосование определило победителя отбора в Киеве, хотя жюри заявили, что хотел бы увидеть Диму Билана.",0,WikiMatrix,0,0,1,0
603,Газифицированные украинские земли начинают влиять друг на друга.,0,WikiMatrix,0,1,0,0
604,"Это первый сингл группы, получивший золотой сертификат RIAJ.",1,WikiMatrix,0,0,0,0
605,"В 1944 году этот завод получил номер ""491"".",1,WikiMatrix,0,0,0,0
606,"Во время второй мировой войны капитан Крулак служил адъютантом у генерала Холланда М. Смита, командующего механизированным десантным корпусом Атлантического флота.",1,WikiMatrix,0,0,0,0
607,У этих янителей есть нравственная воля делать добро другим людям.,0,TED,1,0,0,0
608,С 2010 года Дипломатическая школа работает в MFA Республики Армения.,1,WikiMatrix,0,0,0,0
609,"У человека есть постоянный поиск, который помогает сотворить сложные планы в общем не детские.",0,WikiMatrix,0,1,0,0
610,"В ходе встречи с Бё Андерссоном впервые назвали невероятно глупое, практически криминальное поведение.",0,WikiMatrix,0,1,0,0
611,Я полностью поддерживаю его идею.,1,WikiMatrix,0,0,0,0
612,Есть ли много животных в зоопарке?,0,Tatoeba,0,0,1,0
613,После завершения подготовительных работ в квартире нашли сбойное место.,1,WikiMatrix,0,0,0,0
614,Сайт национальной сборной Турции подтвердил участие в товарищеском матче между Сеулом и Пхеньяном .,1,WikiMatrix,0,0,0,0
615,"Я рад, что вы признаете Маргарет Thatcher.",0,TED,0,0,0,1
616,Один из счастливых победителей этого месяца: г-н Махиудин Сануси из Сингапура.,1,YandexCorpus,0,0,0,0
617,"Буддизм призвал разглядеть половое поведение с точки зрения этого, что оно вредоносно.",0,WikiMatrix,1,0,0,0
618,"Следите за своим ртом, или вы его получите.",0,Tatoeba,0,0,0,1
619,"Имена предков, что они не помнят до седьмого поколения.",0,WikiMatrix,0,0,1,0
620,"Парламент Пара входит в штат Пентагона, какие власти уходят на территорию.",0,WikiMatrix,0,0,0,1
621,В 1902 году в газете «Насьон» был опубликован посмертный отчет Мадеро.,1,WikiMatrix,0,0,0,0
622,Вторая существовала с 1852 по 1973 год и была объединена с частими округа Дурхам в Дурхамский региональный муниципалитет.,0,WikiMatrix,1,0,0,0
623,"На следующий день было объявлено, что аэропорты работают на нормальной мощности.",1,WikiMatrix,0,0,0,0
624,Вскоре мы сможем отправить вас в тюрьму.,1,Tatoeba,0,0,0,0
625,"Мы должны родить Мари до тех пор, пока она не будет в порядке.",0,Tatoeba,0,0,0,1
626,Даже ребенок может понять это.,1,Tatoeba,0,0,0,0
627,Здесь вы не найдете работу.,1,Tatoeba,0,0,0,0
628,"Она, как правило, рассматривается как особо опасная форма парашютирования.",1,WikiMatrix,0,0,0,0
629,"Недавно обновленная студия ""Paramount"" олицетворяет собой Голливуд, а тур по студии привлечет большое количество гостей в гостиницах.",0,WikiMatrix,0,1,0,0
630,"Это так новое, чтобы увидеть это, что кто-то на самом деле взял аналоговый аппарат и написал мне.",0,TED,0,0,0,1
631,"Истоками музыкальных суставов могут быть общественные комнаты, которые иногда строились на плантациях, чтобы темнокожие люди могли общаться во время рабства.",0,WikiMatrix,0,0,0,1
632,Усики на горле оказались без света.,0,WikiMatrix,0,0,0,1
633,"Наиболее заметный рост был отмечен в 2008 году, когда объем экспорта был почти в два раза выше, чем год назад.",1,YandexCorpus,0,0,0,0
634,"Это то, что они пришли к пониманию, что самое важное, чему дети должны научиться, это характер.",0,TED,0,0,1,0
635,У Тома и Мэри есть один внук и три внучки.,1,Tatoeba,0,0,0,0
636,"Умер писатель Марио Пьюзо, сочинивший роман ""Вечерние ночи"".",1,WikiMatrix,0,0,0,0
637,"Кокпит с бока на бок поместился слегка в ведущий угол крыла, а место для багажа или третье сидение поместилось в угол пересечения.",0,WikiMatrix,0,0,0,1
638,"Вам не нужно знать, почему.",1,Tatoeba,0,0,0,0
639,В США в 2003 году состояли 35 сотрудников газеты.,0,WikiMatrix,0,0,1,0
640,Легенда о возникновении государства древних людей объясняет появление прототипа современного госорганизации.,0,WikiMatrix,0,0,1,0
641,Токийский комедийный магазин был основан в 1994 году под названием «Токийский комедийный клуб» Кевином Бернсом.,1,WikiMatrix,0,0,0,0
642,"Маршрут и маршрут ""Старухи"" на 7 Июня.",0,WikiMatrix,0,0,0,1
643,"Парадигма обучения прогрессивного обучения не зависит от числа ограничений на классы, удерживая знания предыдущихклассов.",0,WikiMatrix,0,0,0,1
644,"В конце концов, сокращение пяти дней в неделю сокращает 70% вашего потребления мяса.",1,TED,0,0,0,0
645,"Погибло около 8000 человек как советских, так и японских войск.",0,WikiMatrix,0,1,0,0
646,"Статья 48, часть первая - о защите прав потребителей товаров и услуг.",1,WikiMatrix,0,0,0,0
647,Источник сообщил о состоянии здоровья Савченко после операции на мозге.,0,WikiMatrix,0,0,1,0
648,В 2003 г. благодарные родственники установили памятную доску на стенах школы.,1,WikiMatrix,0,0,0,0
649,Список матчей Майами Хит в Национальном баскетбольном союзе.,1,WikiMatrix,0,0,0,0
650,Сангкум объединял более миллиона человек в 1960 году.,1,WikiMatrix,0,0,0,0
651,"В этом году гонец спит, в котором говорится, что у королевы родился оборотень.",0,WikiMatrix,0,1,0,0
652,"Наконец Карр вернулся домой и потом в офис Нью-Йорка, чтобы признаться в преступлении.",0,WikiMatrix,0,1,0,0
653,"На вопрос, почему он бы стал жениться на Мелани и ответил: так он сможет целовать в любое время.",0,WikiMatrix,0,0,0,1
654,Большое спасибо за эту информацию.,1,Tatoeba,0,0,0,0
655,У меня всегда есть лучшие идеи отца.,1,WikiMatrix,0,0,0,0
656,"Никто никогда не обвиняется в убийстве Дня Святого Валентина 1929 года, поскольку они либо исчезают, либо погибают с применением насилия.",0,WikiMatrix,0,0,0,1
657,Соседние стромальные клетки (фибробласты) также размножаются.,1,WikiMatrix,0,0,0,0
658,У него нет избранных правительственных органов.,1,YandexCorpus,0,0,0,0
659,Канал поставки электричества через эти канаты может устанавливаться сверху основных опорных стоунеров или под ними.,1,WikiMatrix,0,0,0,0
660,С начала года было выпущено 9 модификаций в различных комплектациях.,1,WikiMatrix,0,0,0,0
661,Ставшие первыми статьи о коррупции назвали важные для судебно-правовой системы государства вопросы (94).,1,WikiMatrix,0,0,0,0
662,Это предотвращает попадание прямого света на поверхность объекта.,1,WikiMatrix,0,0,0,0
663,Есть ли у него слишком много соли?,0,Tatoeba,0,1,0,0
664,Том взял немного денег из коробки.,1,Tatoeba,0,0,0,0
665,"Когда он увидел это, горе потратило его силы.",0,YandexCorpus,0,1,0,0
666,Первый серийный номер на российском электромобиле поступит во Владивосток не раньше мая следующего году.,0,WikiMatrix,0,0,1,0
667,Он может воплотиться через нерождённого мальчика Джудит.,0,WikiMatrix,0,0,0,1
668,"Это позволяло уменьшить размер, так и удешевит конструкцию при сохранении практически той же функциональности.",0,WikiMatrix,0,0,1,0
669,Арест подозреваемых в коррупции вызвал протесты.,1,WikiMatrix,0,0,0,0
670,В Евросоюзе принят закон об идентификации сотрудников по отпечатку пальца (паспортам Евросоюза).,1,WikiMatrix,0,0,0,0
671,"В 2008 году в общей сложности $96,4 млн были выделены 122 странам и территориям в рамках программы.",1,YandexCorpus,0,0,0,0
672,"На Гаити уровень воды у побережья достиг почти 21 метра, а также идет эвакуация людей с вулкана Фуэго (San Juana).",0,WikiMatrix,0,0,1,0
673,"Родился в небогатой семье, в которой было седьмым ребенком, в тринадцать лет утратил отца, был отправлен в детский сад.",0,WikiMatrix,1,0,0,0
674,"Я думаю, что сделаю это позже.",1,Tatoeba,0,0,0,0
675,Мария наконец нашла свои ключи.,1,Tatoeba,0,0,0,0
676,"Большинство астрофизиков согласились с тем,что планетарная система вне Солнечной системы существовать действительно невозможно.",0,WikiMatrix,0,0,1,0
677,"Она показала время 13.16.6, долгое время лучшее.",0,WikiMatrix,0,0,0,1
678,"По данным переписи населения 2000 года на месте обнаружили 205 человек, 74 домохозяйств и 59 семей.",1,WikiMatrix,0,0,0,0
679,Сезон борьбы за чемпионство НХЛ начался с выступления команды из США.,1,WikiMatrix,0,0,0,0
680,Одного языка никогда не бывает достаточно.,1,Tatoeba,0,0,0,0
